week_number,pizza_name,pizza_size,quantity,year,month,day,unit_price,pizza_category
11,The Spinach Supreme Pizza,M,6,2015,3,16,16.5,Supreme
11,The Spinach Supreme Pizza,S,4,2015,3,16,12.5,Supreme
11,The Spinach and Feta Pizza,L,9,2015,3,16,20.25,Veggie
11,The Spinach and Feta Pizza,M,8,2015,3,16,16.0,Veggie
11,The Spinach and Feta Pizza,S,16,2015,3,16,12.0,Veggie
11,The Thai Chicken Pizza,L,32,2015,3,16,20.75,Chicken
11,The Thai Chicken Pizza,M,12,2015,3,16,16.75,Chicken
11,The Thai Chicken Pizza,S,13,2015,3,16,12.75,Chicken
11,The Vegetables + Vegetables Pizza,L,13,2015,3,16,20.25,Veggie
11,The Vegetables + Vegetables Pizza,M,8,2015,3,16,16.0,Veggie
11,The Vegetables + Vegetables Pizza,S,11,2015,3,16,12.0,Veggie
12,The Barbecue Chicken Pizza,L,20,2015,3,23,20.75,Chicken
12,The Barbecue Chicken Pizza,M,19,2015,3,23,16.75,Chicken
12,The Barbecue Chicken Pizza,S,10,2015,3,23,12.75,Chicken
12,The Big Meat Pizza,S,37,2015,3,23,12.0,Classic
12,The Brie Carre Pizza,S,10,2015,3,23,23.649999999999995,Supreme
12,The Calabrese Pizza,L,3,2015,3,23,20.25,Supreme
12,The Calabrese Pizza,M,6,2015,3,23,16.25,Supreme
12,The Calabrese Pizza,S,2,2015,3,23,12.25,Supreme
12,The California Chicken Pizza,L,15,2015,3,23,20.75,Chicken
12,The California Chicken Pizza,M,17,2015,3,23,16.75,Chicken
12,The California Chicken Pizza,S,9,2015,3,23,12.75,Chicken
12,The Chicken Alfredo Pizza,L,3,2015,3,23,20.75,Chicken
12,The Chicken Alfredo Pizza,M,14,2015,3,23,16.75,Chicken
12,The Chicken Alfredo Pizza,S,2,2015,3,23,12.75,Chicken
12,The Chicken Pesto Pizza,L,5,2015,3,23,20.75,Chicken
12,The Chicken Pesto Pizza,M,7,2015,3,23,16.75,Chicken
12,The Chicken Pesto Pizza,S,8,2015,3,23,12.75,Chicken
12,The Classic Deluxe Pizza,L,14,2015,3,23,20.5,Classic
12,The Classic Deluxe Pizza,M,18,2015,3,23,16.0,Classic
12,The Classic Deluxe Pizza,S,13,2015,3,23,12.0,Classic
12,The Five Cheese Pizza,L,28,2015,3,23,18.5,Veggie
12,The Four Cheese Pizza,L,28,2015,3,23,17.949999999999996,Veggie
12,The Four Cheese Pizza,M,13,2015,3,23,14.75,Veggie
12,The Greek Pizza,L,5,2015,3,23,20.5,Classic
12,The Greek Pizza,M,12,2015,3,23,16.0,Classic
12,The Greek Pizza,S,4,2015,3,23,12.0,Classic
12,The Greek Pizza,XL,10,2015,3,23,25.5,Classic
12,The Greek Pizza,XXL,2,2015,3,23,35.95000000000001,Classic
12,The Green Garden Pizza,L,3,2015,3,23,20.25,Veggie
12,The Green Garden Pizza,M,7,2015,3,23,16.0,Veggie
12,The Green Garden Pizza,S,7,2015,3,23,12.0,Veggie
12,The Hawaiian Pizza,L,17,2015,3,23,16.5,Classic
12,The Hawaiian Pizza,M,10,2015,3,23,13.25,Classic
12,The Hawaiian Pizza,S,24,2015,3,23,10.5,Classic
12,The Italian Capocollo Pizza,L,9,2015,3,23,20.5,Classic
12,The Italian Capocollo Pizza,M,8,2015,3,23,16.0,Classic
12,The Italian Capocollo Pizza,S,4,2015,3,23,12.0,Classic
12,The Italian Supreme Pizza,L,16,2015,3,23,20.75,Supreme
12,The Italian Supreme Pizza,M,20,2015,3,23,16.5,Supreme
12,The Italian Supreme Pizza,S,2,2015,3,23,12.5,Supreme
12,The Italian Vegetables Pizza,L,2,2015,3,23,21.0,Veggie
12,The Italian Vegetables Pizza,M,11,2015,3,23,16.75,Veggie
12,The Italian Vegetables Pizza,S,8,2015,3,23,12.75,Veggie
12,The Mediterranean Pizza,L,7,2015,3,23,20.25,Veggie
12,The Mediterranean Pizza,M,5,2015,3,23,16.0,Veggie
12,The Mediterranean Pizza,S,4,2015,3,23,12.0,Veggie
12,The Mexicana Pizza,L,17,2015,3,23,20.25,Veggie
12,The Mexicana Pizza,M,4,2015,3,23,16.0,Veggie
12,The Napolitana Pizza,L,12,2015,3,23,20.5,Classic
12,The Napolitana Pizza,M,4,2015,3,23,16.0,Classic
12,The Napolitana Pizza,S,10,2015,3,23,12.0,Classic
12,The Pepper Salami Pizza,L,14,2015,3,23,20.75,Supreme
12,The Pepper Salami Pizza,M,16,2015,3,23,16.5,Supreme
12,The Pepper Salami Pizza,S,9,2015,3,23,12.5,Supreme
12,The Pepperoni Pizza,L,12,2015,3,23,15.25,Classic
12,The Pepperoni Pizza,M,14,2015,3,23,12.5,Classic
12,The Pepperoni Pizza,S,14,2015,3,23,9.75,Classic
12,"The Pepperoni, Mushroom, and Peppers Pizza",L,7,2015,3,23,17.5,Classic
12,"The Pepperoni, Mushroom, and Peppers Pizza",M,8,2015,3,23,14.5,Classic
12,"The Pepperoni, Mushroom, and Peppers Pizza",S,9,2015,3,23,11.0,Classic
12,The Prosciutto and Arugula Pizza,L,8,2015,3,23,20.75,Supreme
12,The Prosciutto and Arugula Pizza,M,8,2015,3,23,16.5,Supreme
12,The Prosciutto and Arugula Pizza,S,9,2015,3,23,12.5,Supreme
12,The Sicilian Pizza,L,9,2015,3,23,20.25,Supreme
12,The Sicilian Pizza,M,12,2015,3,23,16.25,Supreme
12,The Sicilian Pizza,S,13,2015,3,23,12.25,Supreme
12,The Soppressata Pizza,L,4,2015,3,23,20.75,Supreme
12,The Soppressata Pizza,M,6,2015,3,23,16.5,Supreme
12,The Soppressata Pizza,S,6,2015,3,23,12.5,Supreme
12,The Southwest Chicken Pizza,L,21,2015,3,23,20.75,Chicken
12,The Southwest Chicken Pizza,M,8,2015,3,23,16.75,Chicken
12,The Southwest Chicken Pizza,S,9,2015,3,23,12.75,Chicken
12,The Spicy Italian Pizza,L,28,2015,3,23,20.75,Supreme
12,The Spicy Italian Pizza,M,3,2015,3,23,16.5,Supreme
12,The Spicy Italian Pizza,S,8,2015,3,23,12.5,Supreme
12,The Spinach Pesto Pizza,L,10,2015,3,23,20.75,Veggie
12,The Spinach Pesto Pizza,M,5,2015,3,23,16.5,Veggie
12,The Spinach Pesto Pizza,S,5,2015,3,23,12.5,Veggie
12,The Spinach Supreme Pizza,L,5,2015,3,23,20.75,Supreme
12,The Spinach Supreme Pizza,M,5,2015,3,23,16.5,Supreme
12,The Spinach Supreme Pizza,S,6,2015,3,23,12.5,Supreme
12,The Spinach and Feta Pizza,L,10,2015,3,23,20.25,Veggie
12,The Spinach and Feta Pizza,M,11,2015,3,23,16.0,Veggie
12,The Spinach and Feta Pizza,S,15,2015,3,23,12.0,Veggie
12,The Thai Chicken Pizza,L,24,2015,3,23,20.75,Chicken
12,The Thai Chicken Pizza,M,9,2015,3,23,16.75,Chicken
12,The Thai Chicken Pizza,S,12,2015,3,23,12.75,Chicken
12,The Vegetables + Vegetables Pizza,L,8,2015,3,23,20.25,Veggie
12,The Vegetables + Vegetables Pizza,M,18,2015,3,23,16.0,Veggie
12,The Vegetables + Vegetables Pizza,S,6,2015,3,23,12.0,Veggie
13,The Barbecue Chicken Pizza,L,21,2015,3,30,20.75,Chicken
13,The Barbecue Chicken Pizza,M,16,2015,3,30,16.75,Chicken
13,The Barbecue Chicken Pizza,S,8,2015,3,30,12.75,Chicken
13,The Big Meat Pizza,S,33,2015,3,30,12.0,Classic
13,The Brie Carre Pizza,S,7,2015,3,30,23.649999999999995,Supreme
13,The Calabrese Pizza,L,1,2015,3,30,20.25,Supreme
13,The Calabrese Pizza,M,8,2015,3,30,16.25,Supreme
13,The Calabrese Pizza,S,2,2015,3,30,12.25,Supreme
13,The California Chicken Pizza,L,18,2015,3,30,20.75,Chicken
13,The California Chicken Pizza,M,20,2015,3,30,16.75,Chicken
13,The California Chicken Pizza,S,8,2015,3,30,12.75,Chicken
13,The Chicken Alfredo Pizza,L,7,2015,3,30,20.75,Chicken
13,The Chicken Alfredo Pizza,M,16,2015,3,30,16.75,Chicken
13,The Chicken Pesto Pizza,L,9,2015,3,30,20.75,Chicken
13,The Chicken Pesto Pizza,M,8,2015,3,30,16.75,Chicken
13,The Chicken Pesto Pizza,S,8,2015,3,30,12.75,Chicken
13,The Classic Deluxe Pizza,L,10,2015,3,30,20.5,Classic
13,The Classic Deluxe Pizza,M,23,2015,3,30,16.0,Classic
13,The Classic Deluxe Pizza,S,15,2015,3,30,12.0,Classic
13,The Five Cheese Pizza,L,29,2015,3,30,18.5,Veggie
13,The Four Cheese Pizza,L,21,2015,3,30,17.949999999999996,Veggie
13,The Four Cheese Pizza,M,10,2015,3,30,14.75,Veggie
13,The Greek Pizza,L,5,2015,3,30,20.5,Classic
13,The Greek Pizza,M,3,2015,3,30,16.0,Classic
13,The Greek Pizza,S,7,2015,3,30,12.0,Classic
13,The Greek Pizza,XL,12,2015,3,30,25.5,Classic
13,The Green Garden Pizza,L,2,2015,3,30,20.25,Veggie
13,The Green Garden Pizza,M,3,2015,3,30,16.0,Veggie
13,The Green Garden Pizza,S,11,2015,3,30,12.0,Veggie
13,The Hawaiian Pizza,L,20,2015,3,30,16.5,Classic
13,The Hawaiian Pizza,M,10,2015,3,30,13.25,Classic
13,The Hawaiian Pizza,S,19,2015,3,30,10.5,Classic
13,The Italian Capocollo Pizza,L,13,2015,3,30,20.5,Classic
13,The Italian Capocollo Pizza,M,7,2015,3,30,16.0,Classic
13,The Italian Capocollo Pizza,S,7,2015,3,30,12.0,Classic
13,The Italian Supreme Pizza,L,8,2015,3,30,20.75,Supreme
13,The Italian Supreme Pizza,M,17,2015,3,30,16.5,Supreme
13,The Italian Supreme Pizza,S,7,2015,3,30,12.5,Supreme
13,The Italian Vegetables Pizza,L,1,2015,3,30,21.0,Veggie
13,The Italian Vegetables Pizza,M,8,2015,3,30,16.75,Veggie
13,The Italian Vegetables Pizza,S,11,2015,3,30,12.75,Veggie
13,The Mediterranean Pizza,L,12,2015,3,30,20.25,Veggie
13,The Mediterranean Pizza,M,5,2015,3,30,16.0,Veggie
13,The Mediterranean Pizza,S,5,2015,3,30,12.0,Veggie
13,The Mexicana Pizza,L,22,2015,3,30,20.25,Veggie
13,The Mexicana Pizza,M,10,2015,3,30,16.0,Veggie
13,The Mexicana Pizza,S,2,2015,3,30,12.0,Veggie
13,The Napolitana Pizza,L,7,2015,3,30,20.5,Classic
13,The Napolitana Pizza,M,6,2015,3,30,16.0,Classic
13,The Napolitana Pizza,S,4,2015,3,30,12.0,Classic
13,The Pepper Salami Pizza,L,14,2015,3,30,20.75,Supreme
13,The Pepper Salami Pizza,M,9,2015,3,30,16.5,Supreme
13,The Pepper Salami Pizza,S,5,2015,3,30,12.5,Supreme
13,The Pepperoni Pizza,L,10,2015,3,30,15.25,Classic
13,The Pepperoni Pizza,M,19,2015,3,30,12.5,Classic
13,The Pepperoni Pizza,S,21,2015,3,30,9.75,Classic
13,"The Pepperoni, Mushroom, and Peppers Pizza",L,8,2015,3,30,17.5,Classic
13,"The Pepperoni, Mushroom, and Peppers Pizza",M,6,2015,3,30,14.5,Classic
13,"The Pepperoni, Mushroom, and Peppers Pizza",S,9,2015,3,30,11.0,Classic
13,The Prosciutto and Arugula Pizza,L,5,2015,3,30,20.75,Supreme
13,The Prosciutto and Arugula Pizza,M,14,2015,3,30,16.5,Supreme
13,The Prosciutto and Arugula Pizza,S,6,2015,3,30,12.5,Supreme
13,The Sicilian Pizza,L,14,2015,3,30,20.25,Supreme
13,The Sicilian Pizza,M,8,2015,3,30,16.25,Supreme
13,The Sicilian Pizza,S,21,2015,3,30,12.25,Supreme
13,The Soppressata Pizza,L,12,2015,3,30,20.75,Supreme
13,The Soppressata Pizza,M,6,2015,3,30,16.5,Supreme
13,The Soppressata Pizza,S,4,2015,3,30,12.5,Supreme
13,The Southwest Chicken Pizza,L,16,2015,3,30,20.75,Chicken
13,The Southwest Chicken Pizza,M,14,2015,3,30,16.75,Chicken
13,The Southwest Chicken Pizza,S,10,2015,3,30,12.75,Chicken
13,The Spicy Italian Pizza,L,24,2015,3,30,20.75,Supreme
13,The Spicy Italian Pizza,M,10,2015,3,30,16.5,Supreme
13,The Spicy Italian Pizza,S,10,2015,3,30,12.5,Supreme
13,The Spinach Pesto Pizza,L,9,2015,3,30,20.75,Veggie
13,The Spinach Pesto Pizza,M,11,2015,3,30,16.5,Veggie
13,The Spinach Pesto Pizza,S,3,2015,3,30,12.5,Veggie
13,The Spinach Supreme Pizza,L,4,2015,3,30,20.75,Supreme
13,The Spinach Supreme Pizza,M,4,2015,3,30,16.5,Supreme
13,The Spinach Supreme Pizza,S,6,2015,3,30,12.5,Supreme
13,The Spinach and Feta Pizza,L,9,2015,3,30,20.25,Veggie
13,The Spinach and Feta Pizza,M,10,2015,3,30,16.0,Veggie
13,The Spinach and Feta Pizza,S,11,2015,3,30,12.0,Veggie
13,The Thai Chicken Pizza,L,24,2015,3,30,20.75,Chicken
13,The Thai Chicken Pizza,M,9,2015,3,30,16.75,Chicken
13,The Thai Chicken Pizza,S,10,2015,3,30,12.75,Chicken
13,The Vegetables + Vegetables Pizza,L,4,2015,3,30,20.25,Veggie
13,The Vegetables + Vegetables Pizza,M,13,2015,3,30,16.0,Veggie
13,The Vegetables + Vegetables Pizza,S,10,2015,3,30,12.0,Veggie
14,The Barbecue Chicken Pizza,L,19,2015,4,6,20.75,Chicken
14,The Barbecue Chicken Pizza,M,24,2015,4,6,16.75,Chicken
14,The Barbecue Chicken Pizza,S,7,2015,4,6,12.75,Chicken
14,The Big Meat Pizza,S,38,2015,4,6,12.0,Classic
14,The Brie Carre Pizza,S,11,2015,4,6,23.649999999999995,Supreme
14,The Calabrese Pizza,L,10,2015,4,6,20.25,Supreme
14,The Calabrese Pizza,M,12,2015,4,6,16.25,Supreme
14,The Calabrese Pizza,S,3,2015,4,6,12.25,Supreme
14,The California Chicken Pizza,L,19,2015,4,6,20.75,Chicken
14,The California Chicken Pizza,M,14,2015,4,6,16.75,Chicken
14,The California Chicken Pizza,S,9,2015,4,6,12.75,Chicken
14,The Chicken Alfredo Pizza,L,6,2015,4,6,20.75,Chicken
14,The Chicken Alfredo Pizza,M,19,2015,4,6,16.75,Chicken
14,The Chicken Alfredo Pizza,S,1,2015,4,6,12.75,Chicken
14,The Chicken Pesto Pizza,L,5,2015,4,6,20.75,Chicken
14,The Chicken Pesto Pizza,M,3,2015,4,6,16.75,Chicken
14,The Chicken Pesto Pizza,S,8,2015,4,6,12.75,Chicken
14,The Classic Deluxe Pizza,L,4,2015,4,6,20.5,Classic
14,The Classic Deluxe Pizza,M,22,2015,4,6,16.0,Classic
14,The Classic Deluxe Pizza,S,24,2015,4,6,12.0,Classic
14,The Five Cheese Pizza,L,26,2015,4,6,18.5,Veggie
14,The Four Cheese Pizza,L,25,2015,4,6,17.949999999999996,Veggie
14,The Four Cheese Pizza,M,9,2015,4,6,14.75,Veggie
14,The Greek Pizza,L,6,2015,4,6,20.5,Classic
14,The Greek Pizza,M,5,2015,4,6,16.0,Classic
14,The Greek Pizza,S,7,2015,4,6,12.0,Classic
14,The Greek Pizza,XL,16,2015,4,6,25.5,Classic
14,The Green Garden Pizza,L,2,2015,4,6,20.25,Veggie
14,The Green Garden Pizza,M,4,2015,4,6,16.0,Veggie
14,The Green Garden Pizza,S,16,2015,4,6,12.0,Veggie
14,The Hawaiian Pizza,L,19,2015,4,6,16.5,Classic
14,The Hawaiian Pizza,M,13,2015,4,6,13.25,Classic
14,The Hawaiian Pizza,S,18,2015,4,6,10.5,Classic
14,The Italian Capocollo Pizza,L,17,2015,4,6,20.5,Classic
14,The Italian Capocollo Pizza,M,12,2015,4,6,16.0,Classic
14,The Italian Capocollo Pizza,S,8,2015,4,6,12.0,Classic
14,The Italian Supreme Pizza,L,21,2015,4,6,20.75,Supreme
14,The Italian Supreme Pizza,M,14,2015,4,6,16.5,Supreme
14,The Italian Supreme Pizza,S,4,2015,4,6,12.5,Supreme
14,The Italian Vegetables Pizza,L,3,2015,4,6,21.0,Veggie
14,The Italian Vegetables Pizza,M,11,2015,4,6,16.75,Veggie
14,The Italian Vegetables Pizza,S,6,2015,4,6,12.75,Veggie
14,The Mediterranean Pizza,L,7,2015,4,6,20.25,Veggie
14,The Mediterranean Pizza,M,4,2015,4,6,16.0,Veggie
14,The Mediterranean Pizza,S,9,2015,4,6,12.0,Veggie
14,The Mexicana Pizza,L,12,2015,4,6,20.25,Veggie
14,The Mexicana Pizza,M,6,2015,4,6,16.0,Veggie
14,The Mexicana Pizza,S,1,2015,4,6,12.0,Veggie
14,The Napolitana Pizza,L,12,2015,4,6,20.5,Classic
14,The Napolitana Pizza,M,7,2015,4,6,16.0,Classic
14,The Napolitana Pizza,S,18,2015,4,6,12.0,Classic
14,The Pepper Salami Pizza,L,14,2015,4,6,20.75,Supreme
14,The Pepper Salami Pizza,M,8,2015,4,6,16.5,Supreme
14,The Pepper Salami Pizza,S,5,2015,4,6,12.5,Supreme
14,The Pepperoni Pizza,L,14,2015,4,6,15.25,Classic
14,The Pepperoni Pizza,M,14,2015,4,6,12.5,Classic
14,The Pepperoni Pizza,S,14,2015,4,6,9.75,Classic
14,"The Pepperoni, Mushroom, and Peppers Pizza",L,8,2015,4,6,17.5,Classic
14,"The Pepperoni, Mushroom, and Peppers Pizza",M,7,2015,4,6,14.5,Classic
14,"The Pepperoni, Mushroom, and Peppers Pizza",S,11,2015,4,6,11.0,Classic
14,The Prosciutto and Arugula Pizza,L,10,2015,4,6,20.75,Supreme
14,The Prosciutto and Arugula Pizza,M,18,2015,4,6,16.5,Supreme
14,The Prosciutto and Arugula Pizza,S,5,2015,4,6,12.5,Supreme
14,The Sicilian Pizza,L,10,2015,4,6,20.25,Supreme
14,The Sicilian Pizza,M,12,2015,4,6,16.25,Supreme
14,The Sicilian Pizza,S,9,2015,4,6,12.25,Supreme
14,The Soppressata Pizza,L,14,2015,4,6,20.75,Supreme
14,The Soppressata Pizza,M,7,2015,4,6,16.5,Supreme
14,The Soppressata Pizza,S,6,2015,4,6,12.5,Supreme
14,The Southwest Chicken Pizza,L,28,2015,4,6,20.75,Chicken
14,The Southwest Chicken Pizza,M,10,2015,4,6,16.75,Chicken
14,The Southwest Chicken Pizza,S,10,2015,4,6,12.75,Chicken
14,The Spicy Italian Pizza,L,27,2015,4,6,20.75,Supreme
14,The Spicy Italian Pizza,M,9,2015,4,6,16.5,Supreme
14,The Spicy Italian Pizza,S,7,2015,4,6,12.5,Supreme
14,The Spinach Pesto Pizza,M,3,2015,4,6,16.5,Veggie
14,The Spinach Pesto Pizza,S,9,2015,4,6,12.5,Veggie
14,The Spinach Supreme Pizza,L,7,2015,4,6,20.75,Supreme
14,The Spinach Supreme Pizza,M,8,2015,4,6,16.5,Supreme
14,The Spinach Supreme Pizza,S,12,2015,4,6,12.5,Supreme
14,The Spinach and Feta Pizza,L,2,2015,4,6,20.25,Veggie
14,The Spinach and Feta Pizza,M,12,2015,4,6,16.0,Veggie
14,The Spinach and Feta Pizza,S,11,2015,4,6,12.0,Veggie
14,The Thai Chicken Pizza,L,39,2015,4,6,20.75,Chicken
14,The Thai Chicken Pizza,M,9,2015,4,6,16.75,Chicken
14,The Thai Chicken Pizza,S,9,2015,4,6,12.75,Chicken
14,The Vegetables + Vegetables Pizza,L,5,2015,4,6,20.25,Veggie
14,The Vegetables + Vegetables Pizza,M,13,2015,4,6,16.0,Veggie
14,The Vegetables + Vegetables Pizza,S,13,2015,4,6,12.0,Veggie
15,The Barbecue Chicken Pizza,L,23,2015,4,13,20.75,Chicken
15,The Barbecue Chicken Pizza,M,16,2015,4,13,16.75,Chicken
15,The Barbecue Chicken Pizza,S,17,2015,4,13,12.75,Chicken
15,The Big Meat Pizza,S,25,2015,4,13,12.0,Classic
15,The Brie Carre Pizza,S,5,2015,4,13,23.649999999999995,Supreme
15,The Calabrese Pizza,L,5,2015,4,13,20.25,Supreme
15,The Calabrese Pizza,M,14,2015,4,13,16.25,Supreme
15,The Calabrese Pizza,S,1,2015,4,13,12.25,Supreme
15,The California Chicken Pizza,L,15,2015,4,13,20.75,Chicken
15,The California Chicken Pizza,M,17,2015,4,13,16.75,Chicken
15,The California Chicken Pizza,S,2,2015,4,13,12.75,Chicken
15,The Chicken Alfredo Pizza,L,5,2015,4,13,20.75,Chicken
15,The Chicken Alfredo Pizza,M,17,2015,4,13,16.75,Chicken
15,The Chicken Alfredo Pizza,S,1,2015,4,13,12.75,Chicken
15,The Chicken Pesto Pizza,L,10,2015,4,13,20.75,Chicken
15,The Chicken Pesto Pizza,M,2,2015,4,13,16.75,Chicken
15,The Chicken Pesto Pizza,S,6,2015,4,13,12.75,Chicken
15,The Classic Deluxe Pizza,L,6,2015,4,13,20.5,Classic
15,The Classic Deluxe Pizza,M,25,2015,4,13,16.0,Classic
15,The Classic Deluxe Pizza,S,21,2015,4,13,12.0,Classic
15,The Five Cheese Pizza,L,25,2015,4,13,18.5,Veggie
15,The Four Cheese Pizza,L,26,2015,4,13,17.949999999999996,Veggie
15,The Four Cheese Pizza,M,10,2015,4,13,14.75,Veggie
15,The Greek Pizza,L,5,2015,4,13,20.5,Classic
15,The Greek Pizza,M,8,2015,4,13,16.0,Classic
15,The Greek Pizza,S,7,2015,4,13,12.0,Classic
15,The Greek Pizza,XL,18,2015,4,13,25.5,Classic
15,The Greek Pizza,XXL,2,2015,4,13,35.95000000000001,Classic
15,The Green Garden Pizza,L,2,2015,4,13,20.25,Veggie
15,The Green Garden Pizza,M,7,2015,4,13,16.0,Veggie
15,The Green Garden Pizza,S,12,2015,4,13,12.0,Veggie
15,The Hawaiian Pizza,L,16,2015,4,13,16.5,Classic
15,The Hawaiian Pizza,M,9,2015,4,13,13.25,Classic
15,The Hawaiian Pizza,S,23,2015,4,13,10.5,Classic
15,The Italian Capocollo Pizza,L,18,2015,4,13,20.5,Classic
15,The Italian Capocollo Pizza,M,13,2015,4,13,16.0,Classic
15,The Italian Capocollo Pizza,S,3,2015,4,13,12.0,Classic
15,The Italian Supreme Pizza,L,14,2015,4,13,20.75,Supreme
15,The Italian Supreme Pizza,M,26,2015,4,13,16.5,Supreme
15,The Italian Supreme Pizza,S,2,2015,4,13,12.5,Supreme
15,The Italian Vegetables Pizza,L,2,2015,4,13,21.0,Veggie
15,The Italian Vegetables Pizza,M,12,2015,4,13,16.75,Veggie
15,The Italian Vegetables Pizza,S,8,2015,4,13,12.75,Veggie
15,The Mediterranean Pizza,L,5,2015,4,13,20.25,Veggie
15,The Mediterranean Pizza,M,8,2015,4,13,16.0,Veggie
15,The Mediterranean Pizza,S,11,2015,4,13,12.0,Veggie
15,The Mexicana Pizza,L,29,2015,4,13,20.25,Veggie
15,The Mexicana Pizza,M,14,2015,4,13,16.0,Veggie
15,The Mexicana Pizza,S,1,2015,4,13,12.0,Veggie
15,The Napolitana Pizza,L,8,2015,4,13,20.5,Classic
15,The Napolitana Pizza,M,9,2015,4,13,16.0,Classic
15,The Napolitana Pizza,S,4,2015,4,13,12.0,Classic
15,The Pepper Salami Pizza,L,20,2015,4,13,20.75,Supreme
15,The Pepper Salami Pizza,M,4,2015,4,13,16.5,Supreme
15,The Pepper Salami Pizza,S,4,2015,4,13,12.5,Supreme
15,The Pepperoni Pizza,L,6,2015,4,13,15.25,Classic
15,The Pepperoni Pizza,M,24,2015,4,13,12.5,Classic
15,The Pepperoni Pizza,S,14,2015,4,13,9.75,Classic
15,"The Pepperoni, Mushroom, and Peppers Pizza",L,8,2015,4,13,17.5,Classic
15,"The Pepperoni, Mushroom, and Peppers Pizza",M,6,2015,4,13,14.5,Classic
15,"The Pepperoni, Mushroom, and Peppers Pizza",S,7,2015,4,13,11.0,Classic
15,The Prosciutto and Arugula Pizza,L,8,2015,4,13,20.75,Supreme
15,The Prosciutto and Arugula Pizza,M,12,2015,4,13,16.5,Supreme
15,The Prosciutto and Arugula Pizza,S,9,2015,4,13,12.5,Supreme
15,The Sicilian Pizza,L,6,2015,4,13,20.25,Supreme
15,The Sicilian Pizza,M,11,2015,4,13,16.25,Supreme
15,The Sicilian Pizza,S,11,2015,4,13,12.25,Supreme
15,The Soppressata Pizza,L,12,2015,4,13,20.75,Supreme
15,The Soppressata Pizza,M,4,2015,4,13,16.5,Supreme
15,The Soppressata Pizza,S,6,2015,4,13,12.5,Supreme
15,The Southwest Chicken Pizza,L,18,2015,4,13,20.75,Chicken
15,The Southwest Chicken Pizza,M,8,2015,4,13,16.75,Chicken
15,The Southwest Chicken Pizza,S,6,2015,4,13,12.75,Chicken
15,The Spicy Italian Pizza,L,20,2015,4,13,20.75,Supreme
15,The Spicy Italian Pizza,M,10,2015,4,13,16.5,Supreme
15,The Spicy Italian Pizza,S,9,2015,4,13,12.5,Supreme
15,The Spinach Pesto Pizza,L,4,2015,4,13,20.75,Veggie
15,The Spinach Pesto Pizza,M,4,2015,4,13,16.5,Veggie
15,The Spinach Pesto Pizza,S,2,2015,4,13,12.5,Veggie
15,The Spinach Supreme Pizza,L,5,2015,4,13,20.75,Supreme
15,The Spinach Supreme Pizza,M,6,2015,4,13,16.5,Supreme
15,The Spinach Supreme Pizza,S,9,2015,4,13,12.5,Supreme
15,The Spinach and Feta Pizza,L,6,2015,4,13,20.25,Veggie
15,The Spinach and Feta Pizza,M,16,2015,4,13,16.0,Veggie
15,The Spinach and Feta Pizza,S,7,2015,4,13,12.0,Veggie
15,The Thai Chicken Pizza,L,29,2015,4,13,20.75,Chicken
15,The Thai Chicken Pizza,M,17,2015,4,13,16.75,Chicken
15,The Thai Chicken Pizza,S,3,2015,4,13,12.75,Chicken
15,The Vegetables + Vegetables Pizza,L,6,2015,4,13,20.25,Veggie
15,The Vegetables + Vegetables Pizza,M,12,2015,4,13,16.0,Veggie
15,The Vegetables + Vegetables Pizza,S,9,2015,4,13,12.0,Veggie
16,The Barbecue Chicken Pizza,L,22,2015,4,20,20.75,Chicken
16,The Barbecue Chicken Pizza,M,20,2015,4,20,16.75,Chicken
16,The Barbecue Chicken Pizza,S,6,2015,4,20,12.75,Chicken
16,The Big Meat Pizza,S,32,2015,4,20,12.0,Classic
16,The Brie Carre Pizza,S,7,2015,4,20,23.649999999999995,Supreme
16,The Calabrese Pizza,L,5,2015,4,20,20.25,Supreme
16,The Calabrese Pizza,M,14,2015,4,20,16.25,Supreme
16,The Calabrese Pizza,S,2,2015,4,20,12.25,Supreme
16,The California Chicken Pizza,L,12,2015,4,20,20.75,Chicken
16,The California Chicken Pizza,M,29,2015,4,20,16.75,Chicken
16,The California Chicken Pizza,S,10,2015,4,20,12.75,Chicken
16,The Chicken Alfredo Pizza,L,2,2015,4,20,20.75,Chicken
16,The Chicken Alfredo Pizza,M,8,2015,4,20,16.75,Chicken
16,The Chicken Alfredo Pizza,S,2,2015,4,20,12.75,Chicken
16,The Chicken Pesto Pizza,L,5,2015,4,20,20.75,Chicken
16,The Chicken Pesto Pizza,M,5,2015,4,20,16.75,Chicken
16,The Chicken Pesto Pizza,S,6,2015,4,20,12.75,Chicken
16,The Classic Deluxe Pizza,L,17,2015,4,20,20.5,Classic
16,The Classic Deluxe Pizza,M,19,2015,4,20,16.0,Classic
16,The Classic Deluxe Pizza,S,16,2015,4,20,12.0,Classic
16,The Five Cheese Pizza,L,24,2015,4,20,18.5,Veggie
16,The Four Cheese Pizza,L,25,2015,4,20,17.949999999999996,Veggie
16,The Four Cheese Pizza,M,12,2015,4,20,14.75,Veggie
16,The Greek Pizza,L,8,2015,4,20,20.5,Classic
16,The Greek Pizza,M,7,2015,4,20,16.0,Classic
16,The Greek Pizza,S,4,2015,4,20,12.0,Classic
16,The Greek Pizza,XL,14,2015,4,20,25.5,Classic
